Site,Label,Concepticon_ID,Concepticon_Gloss
737,count_6,1420,COUNT
738,count_7,1420,COUNT
739,count_8,1420,COUNT
740,count_9,1420,COUNT
741,count_10,1420,COUNT
742,count_11,1420,COUNT
743,count_12,1420,COUNT
744,count_13,1420,COUNT
745,count_14,1420,COUNT
746,count_15,1420,COUNT
747,count_16,1420,COUNT
748,count_17,1420,COUNT
749,count_18,1420,COUNT
750,count_19,1420,COUNT
751,count_20,1420,COUNT
752,count_21,1420,COUNT
753,count_22,1420,COUNT
754,count_23,1420,COUNT
755,count_24,1420,COUNT
756,count_25,1420,COUNT
757,count_26,1420,COUNT
758,count_27,1420,COUNT
759,count_28,1420,COUNT
760,count_29,1420,COUNT
761,count_30,1420,COUNT
762,count_31,1420,COUNT
763,count_32,1420,COUNT
764,die_1,1494,DIE
765,die_2,1494,DIE
766,die_3,1494,DIE
767,die_4,1494,DIE
768,die_5,1494,DIE
769,die_6,1494,DIE
770,die_7,1494,DIE
771,die_8,1494,DIE
772,die_9,1494,DIE
773,die_10,1494,DIE
774,die_11,1494,DIE
775,die_12,1494,DIE
776,die_13,1494,DIE
777,die_14,1494,DIE
778,die_15,1494,DIE
779,die_16,1494,DIE
780,dog_1,2009,DOG
781,dog_2,2009,DOG
782,dog_3,2009,DOG
783,dog_4,2009,DOG
784,dog_5,2009,DOG
785,dog_6,2009,DOG
786,dog_7,2009,DOG
787,dog_8,2009,DOG
788,dog_9,2009,DOG
789,dog_10,2009,DOG
790,dog_11,2009,DOG
791,dog_12,2009,DOG
792,dog_13,2009,DOG
793,dog_14,2009,DOG
794,dog_15,2009,DOG
795,dog_16,2009,DOG
796,dog_17,2009,DOG
797,dog_18,2009,DOG
798,dog_19,2009,DOG
799,dog_20,2009,DOG
800,dog_21,2009,DOG
801,dog_22,2009,DOG
802,dog_23,2009,DOG
803,dog_24,2009,DOG
804,dog_25,2009,DOG
805,dog_26,2009,DOG
806,dog_27,2009,DOG
807,dog_28,2009,DOG
808,dog_29,2009,DOG
809,drink_1,1401,DRINK
810,drink_2,1401,DRINK
811,drink_3,1401,DRINK
812,drink_4,1401,DRINK
813,drink_5,1401,DRINK
814,drink_6,1401,DRINK
815,drink_7,1401,DRINK
816,drink_8,1401,DRINK
817,drink_9,1401,DRINK
818,drink_10,1401,DRINK
819,drink_11,1401,DRINK
820,drink_12,1401,DRINK
821,drink_13,1401,DRINK
822,drink_14,1401,DRINK
823,drink_15,1401,DRINK
824,drink_16,1401,DRINK
825,drink_17,1401,DRINK
826,drink_18,1401,DRINK
827,drink_19,1401,DRINK
828,drink_20,1401,DRINK
829,drink_21,1401,DRINK
830,drink_22,1401,DRINK
831,drink_23,1401,DRINK
832,drink_24,1401,DRINK
833,ear_1,1247,EAR
834,ear_2,1247,EAR
835,ear_3,1247,EAR
836,ear_4,1247,EAR
837,ear_5,1247,EAR
838,ear_6,1247,EAR
839,ear_7,1247,EAR
840,ear_8,1247,EAR
841,ear_9,1247,EAR
842,ear_10,1247,EAR
843,ear_11,1247,EAR
844,ear_12,1247,EAR
845,ear_13,1247,EAR
846,ear_14,1247,EAR
847,ear_15,1247,EAR
848,ear_16,1247,EAR
849,ear_17,1247,EAR
850,ear_18,1247,EAR
851,ear_19,1247,EAR
852,ear_20,1247,EAR
853,ear_21,1247,EAR
854,eat_1,1336,EAT
855,eat_2,1336,EAT
856,eat_3,1336,EAT
857,eat_4,1336,EAT
858,eat_5,1336,EAT
859,eat_6,1336,EAT
860,eat_7,1336,EAT
861,eat_8,1336,EAT
862,egg_1,744,EGG
863,egg_2,744,EGG
864,egg_3,744,EGG
865,egg_4,744,EGG
866,egg_5,744,EGG
867,egg_6,744,EGG
868,egg_7,744,EGG
869,egg_8,744,EGG
870,egg_9,744,EGG
871,egg_10,744,EGG
872,egg_11,744,EGG
873,egg_12,744,EGG
874,egg_13,744,EGG
875,egg_14,744,EGG
876,egg_15,744,EGG
877,egg_16,744,EGG
878,egg_17,744,EGG
879,egg_18,744,EGG
880,egg_19,744,EGG
881,egg_20,744,EGG
882,egg_21,744,EGG
883,egg_22,744,EGG
884,egg_23,744,EGG
885,egg_24,744,EGG
886,egg_25,744,EGG
887,egg_26,744,EGG
888,egg_27,744,EGG
889,egg_28,744,EGG
890,egg_29,744,EGG
891,egg_30,744,EGG
892,egg_31,744,EGG
893,egg_32,744,EGG
894,egg_33,744,EGG
895,egg_34,744,EGG
896,egg_35,744,EGG
897,egg_36,744,EGG
898,egg_37,744,EGG
899,egg_38,744,EGG
900,egg_39,744,EGG
901,egg_40,744,EGG
902,egg_41,744,EGG
903,elephant_1,1290,ELEPHANT
904,elephant_2,1290,ELEPHANT
905,elephant_3,1290,ELEPHANT
906,elephant_4,1290,ELEPHANT
907,elephant_5,1290,ELEPHANT
908,elephant_6,1290,ELEPHANT
909,elephant_7,1290,ELEPHANT
910,elephant_9,1290,ELEPHANT
911,elephant_10,1290,ELEPHANT
912,elephant_11,1290,ELEPHANT
913,elephant_12,1290,ELEPHANT
